<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;30;20210730;193000;284.9800000;285.2300000;284.8000000;285.1500000;441.470
GAZP;30;20210730;200000;285.1500000;285.2000000;284.8900000;285.1200000;479.150
GAZP;30;20210730;203000;285.1200000;285.2000000;284.9400000;285.1100000;73.110
GAZP;30;20210730;210000;285.0700000;285.3000000;285.0100000;285.2100000;260.620
GAZP;30;20210730;213000;285.2900000;285.3800000;284.9000000;285.1000000;267.680
GAZP;30;20210730;220000;285.0000000;285.1300000;284.7200000;285.0000000;198.480
GAZP;30;20210730;223000;285.0000000;285.1500000;284.9600000;285.1100000;121.210
GAZP;30;20210730;230000;285.1100000;286.7600000;285.0100000;286.7300000;1.911.890
GAZP;30;20210730;233000;286.6200000;287.3700000;286.2100000;287.0600000;1.213.230
GAZP;30;20210731;000000;287.0700000;287.5800000;286.7600000;287.3500000;1.003.150
GAZP;30;20210802;103000;287.8800000;288.7500000;287.0200000;288.2700000;3.708.840
GAZP;30;20210802;110000;288.2200000;288.5000000;287.4500000;287.4500000;1.485.460
GAZP;30;20210802;113000;287.5300000;289.4800000;287.3100000;288.5100000;3.657.320
GAZP;30;20210802;120000;288.5200000;289.0000000;287.9200000;288.9800000;1.494.700
GAZP;30;20210802;123000;288.9800000;289.3300000;287.8000000;287.8300000;2.552.570
GAZP;30;20210802;130000;287.8600000;288.3700000;287.5200000;287.5200000;1.595.070
GAZP;30;20210802;133000;287.5300000;287.5300000;286.3000000;287.1900000;2.250.890
GAZP;30;20210802;140000;287.2000000;287.9000000;286.7000000;287.6400000;1.161.280
GAZP;30;20210802;143000;287.6600000;288.2000000;287.5000000;287.8400000;929.830
GAZP;30;20210802;150000;287.9300000;289.2100000;287.8200000;288.7100000;3.871.890
GAZP;30;20210802;153000;288.7600000;288.8200000;288.1000000;288.7500000;891.470
GAZP;30;20210802;160000;288.7400000;288.8500000;287.7600000;288.0500000;1.751.570
GAZP;30;20210802;163000;288.0900000;288.3800000;287.4300000;287.7900000;741.220
GAZP;30;20210802;170000;287.7800000;288.7700000;287.4600000;288.3500000;1.582.580
GAZP;30;20210802;173000;288.3500000;288.6300000;287.5000000;287.5600000;1.324.350
GAZP;30;20210802;180000;287.6000000;288.0000000;286.5300000;286.7100000;2.026.880
GAZP;30;20210802;183000;286.7100000;286.8700000;285.4000000;286.1100000;3.335.370
GAZP;30;20210802;190000;286.1200000;286.2300000;285.7000000;286.0900000;1.550.910
GAZP;30;20210802;193000;286.0400000;286.5800000;285.2100000;286.4700000;445.070
GAZP;30;20210802;200000;286.4700000;286.7000000;285.8900000;286.0300000;492.220
GAZP;30;20210802;203000;286.0300000;286.5700000;286.0300000;286.4700000;190.330
GAZP;30;20210802;210000;286.4800000;286.7300000;286.0600000;286.1700000;191.570
GAZP;30;20210802;213000;286.2200000;286.4100000;286.1000000;286.4000000;72.530
GAZP;30;20210802;220000;286.3900000;286.4000000;286.0800000;286.1500000;177.630
GAZP;30;20210802;223000;286.1400000;286.5000000;285.8900000;285.9700000;310.970
GAZP;30;20210802;230000;285.9000000;286.2900000;285.8500000;286.2600000;165.180
GAZP;30;20210802;233000;286.2800000;286.2900000;286.0000000;286.2000000;135.120
GAZP;30;20210803;000000;286.2000000;286.8600000;286.1000000;286.7500000;204.450
GAZP;30;20210803;103000;286.7700000;287.3000000;285.2100000;287.2200000;3.347.620
GAZP;30;20210803;110000;287.2200000;288.0500000;287.0100000;287.3800000;2.249.380
GAZP;30;20210803;113000;287.3800000;287.8900000;287.1200000;287.1800000;683.830
GAZP;30;20210803;120000;287.1500000;287.1800000;286.0300000;286.7100000;921.430
GAZP;30;20210803;123000;286.8200000;287.3000000;286.6500000;287.0500000;865.500
GAZP;30;20210803;130000;287.0500000;287.2700000;286.6100000;286.7300000;565.200
GAZP;30;20210803;133000;286.7300000;287.0800000;286.4000000;286.9900000;848.330
GAZP;30;20210803;140000;286.9800000;287.2600000;286.7500000;287.0000000;473.460
GAZP;30;20210803;143000;287.0500000;287.3900000;286.8600000;287.2400000;533.840
GAZP;30;20210803;150000;287.2900000;287.6900000;286.4600000;286.6100000;1.254.430
GAZP;30;20210803;153000;286.6100000;286.8400000;284.8800000;285.3800000;2.479.570
GAZP;30;20210803;160000;285.3800000;285.4800000;284.5300000;285.0800000;2.307.870
GAZP;30;20210803;163000;285.0800000;285.6900000;284.3400000;285.5500000;2.016.940
GAZP;30;20210803;170000;285.5500000;285.7900000;284.5100000;285.1100000;1.788.100
GAZP;30;20210803;173000;285.1100000;286.2300000;284.8100000;286.2200000;1.436.710
GAZP;30;20210803;180000;286.2400000;286.3500000;285.8900000;286.0400000;1.123.060
GAZP;30;20210803;183000;286.0300000;286.5700000;286.0300000;286.2400000;778.360
GAZP;30;20210803;190000;286.3200000;286.9700000;286.1500000;286.9700000;1.818.620
GAZP;30;20210803;193000;286.9700000;286.9700000;286.3100000;286.4800000;308.180
GAZP;30;20210803;200000;286.5000000;286.9000000;286.4800000;286.8300000;149.640
GAZP;30;20210803;203000;286.8000000;287.0200000;286.5700000;286.9600000;296.520
GAZP;30;20210803;210000;286.8500000;286.9600000;286.5000000;286.5500000;95.100
GAZP;30;20210803;213000;286.5000000;286.7600000;286.3400000;286.7600000;53.620
GAZP;30;20210803;220000;286.7100000;286.9000000;286.5800000;286.9000000;69.890
GAZP;30;20210803;223000;286.9000000;286.9200000;286.7100000;286.7600000;113.080
GAZP;30;20210803;230000;286.8700000;287.2400000;286.7100000;287.0800000;268.580
GAZP;30;20210803;233000;287.2000000;287.3000000;287.0800000;287.2600000;129.610
GAZP;30;20210804;000000;287.2800000;287.3000000;287.0500000;287.0900000;88.770
GAZP;30;20210804;103000;287.8900000;288.4100000;287.3100000;287.6500000;2.091.100
GAZP;30;20210804;110000;287.6500000;287.9100000;287.2600000;287.2900000;731.970
GAZP;30;20210804;113000;287.2900000;288.0000000;287.2800000;287.9300000;763.960
GAZP;30;20210804;120000;287.9400000;287.9400000;287.3000000;287.5200000;763.520
GAZP;30;20210804;123000;287.5400000;287.8600000;287.1200000;287.1800000;693.770
GAZP;30;20210804;130000;287.1400000;287.4000000;287.0300000;287.2600000;611.830
GAZP;30;20210804;133000;287.2600000;287.3400000;286.8800000;287.2300000;520.250
GAZP;30;20210804;140000;287.2400000;287.2400000;286.8000000;287.0300000;468.190
GAZP;30;20210804;143000;286.9900000;287.1400000;286.5100000;287.0000000;767.940
GAZP;30;20210804;150000;286.9800000;287.0100000;286.0000000;286.2500000;1.353.910
GAZP;30;20210804;153000;286.2500000;286.8600000;286.2500000;286.5600000;578.970
GAZP;30;20210804;160000;286.6100000;286.9700000;286.4000000;286.6500000;540.680
GAZP;30;20210804;163000;286.6600000;286.8300000;286.3000000;286.3700000;548.530
GAZP;30;20210804;170000;286.3600000;287.4700000;286.1200000;287.4400000;1.139.640
GAZP;30;20210804;173000;287.4500000;288.1300000;287.3300000;287.7900000;2.132.530
GAZP;30;20210804;180000;287.7800000;288.4900000;287.5400000;287.8200000;2.001.240
GAZP;30;20210804;183000;287.8500000;288.5100000;287.8400000;287.9500000;1.583.130
GAZP;30;20210804;190000;287.9700000;288.6100000;287.9700000;288.6100000;4.223.340
GAZP;30;20210804;193000;288.3300000;288.8000000;288.2000000;288.2600000;380.710
GAZP;30;20210804;200000;288.3000000;288.4000000;288.0100000;288.2500000;188.950
GAZP;30;20210804;203000;288.2500000;288.5100000;288.1400000;288.2700000;364.280
GAZP;30;20210804;210000;288.4000000;288.4000000;288.1200000;288.2900000;119.100
GAZP;30;20210804;213000;288.3500000;288.3600000;287.9000000;287.9400000;231.190
GAZP;30;20210804;220000;287.9400000;288.3300000;287.6200000;287.8000000;247.970
GAZP;30;20210804;223000;287.8000000;287.9000000;287.6500000;287.7700000;230.300
GAZP;30;20210804;230000;287.7600000;287.8000000;287.5700000;287.5700000;96.080
GAZP;30;20210804;233000;287.6600000;287.7700000;287.5100000;287.7200000;138.360
GAZP;30;20210805;000000;287.6300000;287.9500000;287.5500000;287.9400000;88.310
GAZP;30;20210805;103000;287.3100000;287.9500000;286.8000000;287.5200000;1.695.150
GAZP;30;20210805;110000;287.5200000;287.7000000;286.7300000;286.9800000;939.670
GAZP;30;20210805;113000;286.9800000;287.4000000;286.7300000;287.0400000;1.245.910
GAZP;30;20210805;120000;287.0000000;287.1700000;286.5700000;287.0400000;5.202.080
GAZP;30;20210805;123000;287.0400000;287.1800000;285.1600000;285.8000000;7.644.430
GAZP;30;20210805;130000;285.8000000;286.9500000;285.6900000;286.8600000;4.828.160
GAZP;30;20210805;133000;286.8600000;287.6100000;286.8600000;287.4800000;3.075.100
GAZP;30;20210805;140000;287.5000000;287.6800000;287.0300000;287.5400000;2.652.570
GAZP;30;20210805;143000;287.5400000;287.6500000;287.1000000;287.5500000;730.680
GAZP;30;20210805;150000;287.5300000;288.0400000;287.3400000;288.0000000;1.192.170
GAZP;30;20210805;153000;288.0000000;288.2000000;287.7000000;287.9000000;888.660
GAZP;30;20210805;160000;287.9000000;287.9900000;287.5500000;287.6800000;825.290
GAZP;30;20210805;163000;287.6400000;288.2800000;287.4000000;287.8500000;2.539.180
GAZP;30;20210805;170000;287.8000000;288.2800000;287.2500000;287.5800000;713.230
GAZP;30;20210805;173000;287.5800000;288.0300000;287.4300000;287.4800000;1.067.650
GAZP;30;20210805;180000;287.4700000;287.9400000;287.3800000;287.7600000;1.106.810
GAZP;30;20210805;183000;287.7000000;288.2000000;287.5600000;288.1200000;2.466.360
GAZP;30;20210805;190000;288.1200000;288.2800000;287.6500000;287.6500000;3.518.990
GAZP;30;20210805;193000;287.9500000;288.1200000;287.3400000;287.4500000;614.350
GAZP;30;20210805;200000;287.4000000;287.5500000;287.2500000;287.3800000;157.500
GAZP;30;20210805;203000;287.2800000;287.5500000;287.2800000;287.4400000;188.000
GAZP;30;20210805;210000;287.4400000;287.5100000;287.1500000;287.3900000;214.750
GAZP;30;20210805;213000;287.3900000;287.3900000;286.8600000;287.2400000;287.300
GAZP;30;20210805;220000;287.2000000;287.2400000;286.7000000;286.8800000;358.140
GAZP;30;20210805;223000;286.8800000;286.8800000;286.4300000;286.8000000;336.800
GAZP;30;20210805;230000;286.7300000;287.3700000;286.7000000;286.8000000;577.520
GAZP;30;20210805;233000;286.7700000;286.8600000;285.6200000;285.8300000;1.487.140
GAZP;30;20210806;000000;285.8300000;286.0500000;285.6500000;285.9500000;701.290
GAZP;30;20210806;103000;285.2600000;285.7200000;280.5000000;282.2900000;16.349.700
GAZP;30;20210806;110000;282.2600000;282.4800000;277.8700000;279.6500000;20.612.530
GAZP;30;20210806;113000;279.6500000;281.8000000;279.1100000;281.5300000;7.119.190
GAZP;30;20210806;120000;281.6400000;283.2700000;280.4100000;280.8700000;11.959.170
GAZP;30;20210806;123000;280.8700000;282.2800000;280.6500000;281.6200000;3.813.270
GAZP;30;20210806;130000;281.6200000;282.2800000;281.5100000;281.9500000;2.128.710
GAZP;30;20210806;133000;281.9600000;282.0600000;281.0500000;282.0200000;1.731.470
GAZP;30;20210806;140000;281.9900000;282.0000000;280.7500000;281.4700000;2.449.010
GAZP;30;20210806;143000;281.4400000;281.9800000;281.1000000;281.9700000;1.366.650
GAZP;30;20210806;150000;281.9700000;282.3200000;281.6300000;282.0900000;2.340.010
GAZP;30;20210806;153000;282.0000000;282.1000000;281.4000000;281.8800000;1.714.840
GAZP;30;20210806;160000;281.8800000;282.5500000;281.6600000;282.4800000;1.941.160
GAZP;30;20210806;163000;282.4800000;282.5200000;281.8200000;282.1200000;1.929.940
GAZP;30;20210806;170000;282.1200000;282.2900000;281.4200000;281.8600000;2.501.260
GAZP;30;20210806;173000;281.8600000;282.1000000;281.7700000;282.0100000;2.034.080
GAZP;30;20210806;180000;281.9800000;282.2500000;281.3700000;281.5000000;2.469.170
GAZP;30;20210806;183000;281.4800000;281.8800000;281.2100000;281.7700000;2.603.040
GAZP;30;20210806;190000;281.7700000;282.0000000;281.3100000;282.0000000;2.462.430
GAZP;30;20210806;193000;281.9700000;282.4800000;281.7700000;282.3100000;595.370
GAZP;30;20210806;200000;282.3100000;282.4800000;282.2500000;282.3800000;285.880
GAZP;30;20210806;203000;282.3800000;282.6700000;282.2900000;282.6700000;416.090
GAZP;30;20210806;210000;282.6500000;282.8000000;282.6000000;282.6100000;365.830
GAZP;30;20210806;213000;282.6100000;282.7700000;282.3300000;282.4600000;384.990
GAZP;30;20210806;220000;282.4800000;282.5200000;282.3400000;282.3400000;158.820
GAZP;30;20210806;223000;282.3400000;282.6500000;282.3300000;282.5400000;170.980
GAZP;30;20210806;230000;282.5100000;282.7600000;282.4000000;282.4500000;280.890
GAZP;30;20210806;233000;282.4500000;282.4600000;282.3400000;282.3800000;87.440
GAZP;30;20210807;000000;282.3800000;282.4800000;282.2500000;282.2700000;328.930
GAZP;30;20210809;103000;282.2300000;284.5400000;280.8000000;284.0500000;8.298.640
GAZP;30;20210809;110000;284.0500000;284.4800000;283.7000000;284.0700000;3.538.080
GAZP;30;20210809;113000;284.1000000;284.9500000;283.8500000;284.9000000;4.395.840
GAZP;30;20210809;120000;284.9500000;285.4300000;284.2100000;284.4200000;7.019.260
GAZP;30;20210809;123000;284.4900000;285.1200000;284.2100000;285.0000000;1.189.030
GAZP;30;20210809;130000;285.0300000;286.8800000;285.0000000;286.5500000;5.524.700
GAZP;30;20210809;133000;286.5800000;286.8800000;286.0700000;286.1700000;3.757.260
GAZP;30;20210809;140000;286.1800000;286.5000000;285.7600000;286.2200000;6.125.490
GAZP;30;20210809;143000;286.2000000;286.2900000;285.8000000;286.0300000;2.524.880
GAZP;30;20210809;150000;286.0300000;286.4100000;285.5000000;286.2800000;2.229.100
GAZP;30;20210809;153000;286.2900000;286.6300000;285.8700000;286.2300000;1.649.660
GAZP;30;20210809;160000;286.2100000;286.5900000;285.9500000;286.4900000;1.896.030
GAZP;30;20210809;163000;286.4500000;286.8000000;286.2200000;286.7000000;2.682.510
GAZP;30;20210809;170000;286.7200000;287.8000000;286.3100000;287.7500000;5.532.730
GAZP;30;20210809;173000;287.7200000;287.9000000;285.9100000;286.3100000;6.191.210
GAZP;30;20210809;180000;286.3000000;286.4900000;286.0000000;286.0800000;1.834.090
GAZP;30;20210809;183000;286.0100000;286.5200000;285.9500000;286.1100000;1.747.720
GAZP;30;20210809;190000;286.1200000;286.2000000;285.9300000;286.0500000;487.590
GAZP;30;20210809;193000;286.2100000;287.1200000;286.2100000;286.8800000;387.360
GAZP;30;20210809;200000;286.8900000;286.9700000;286.5800000;286.9500000;195.180
GAZP;30;20210809;203000;286.9700000;286.9700000;286.7600000;286.9000000;139.180
GAZP;30;20210809;210000;286.8000000;286.9000000;286.5600000;286.5900000;139.070
GAZP;30;20210809;213000;286.6000000;286.6000000;286.1000000;286.6000000;219.830
GAZP;30;20210809;220000;286.5900000;286.9000000;286.5900000;286.8500000;195.200
GAZP;30;20210809;223000;286.8500000;286.9800000;286.6100000;286.9800000;181.040
GAZP;30;20210809;230000;286.9800000;286.9800000;286.7900000;286.8600000;153.000
GAZP;30;20210809;233000;286.8600000;286.9000000;286.7900000;286.8100000;115.610
GAZP;30;20210810;000000;286.8200000;287.0000000;286.6500000;286.6800000;429.810
GAZP;30;20210810;103000;288.0000000;288.4800000;286.5500000;287.2500000;3.763.440
GAZP;30;20210810;110000;287.2200000;288.4000000;287.0300000;287.6100000;2.461.880
GAZP;30;20210810;113000;287.6600000;287.8000000;287.1900000;287.6000000;725.720
GAZP;30;20210810;120000;287.5900000;287.9000000;287.2300000;287.3500000;813.980
GAZP;30;20210810;123000;287.3500000;287.4400000;286.5500000;286.5700000;1.364.480
GAZP;30;20210810;130000;286.6500000;286.7200000;285.7000000;286.6100000;1.857.860
GAZP;30;20210810;133000;286.5200000;287.4000000;286.4300000;287.3900000;1.057.110
GAZP;30;20210810;140000;287.3900000;288.0600000;287.2400000;287.4000000;1.761.770
GAZP;30;20210810;143000;287.4400000;288.0700000;287.2700000;287.9600000;1.209.930
GAZP;30;20210810;150000;287.9300000;288.0200000;287.4300000;287.7400000;482.610
GAZP;30;20210810;153000;287.7800000;287.8200000;287.0000000;287.0300000;937.130
GAZP;30;20210810;160000;287.0300000;287.5600000;287.0000000;287.5400000;818.920
GAZP;30;20210810;163000;287.5400000;288.4000000;287.4300000;288.0900000;1.716.460
GAZP;30;20210810;170000;288.0600000;288.8000000;287.8600000;288.4200000;2.645.470
GAZP;30;20210810;173000;288.4200000;288.7000000;288.0300000;288.2600000;2.011.860
GAZP;30;20210810;180000;288.2600000;288.3800000;287.9500000;288.1200000;1.098.820
GAZP;30;20210810;183000;288.1200000;288.3500000;287.6200000;287.7900000;1.110.400
GAZP;30;20210810;190000;287.7800000;288.0600000;287.6000000;288.0600000;1.576.620
GAZP;30;20210810;193000;288.4000000;288.4000000;287.9000000;288.0600000;173.490
GAZP;30;20210810;200000;288.0700000;288.1500000;288.0000000;288.1500000;127.710
GAZP;30;20210810;203000;288.1500000;288.1900000;288.0000000;288.1900000;68.870
GAZP;30;20210810;210000;288.1800000;288.2000000;288.0000000;288.0700000;121.360
GAZP;30;20210810;213000;288.0700000;288.0900000;288.0000000;288.0500000;79.210
GAZP;30;20210810;220000;288.0100000;288.1000000;288.0000000;288.1000000;129.860
GAZP;30;20210810;223000;288.0600000;288.2300000;288.0500000;288.2300000;228.210
GAZP;30;20210810;230000;288.2300000;288.3800000;288.0700000;288.3700000;184.020
GAZP;30;20210810;233000;288.3000000;288.4000000;288.2100000;288.3900000;146.040
GAZP;30;20210811;000000;288.3900000;288.6100000;288.3300000;288.6100000;166.320
GAZP;30;20210811;103000;288.9200000;289.4800000;287.2000000;287.6400000;3.535.520
GAZP;30;20210811;110000;287.6400000;288.2700000;287.1200000;288.1200000;1.851.240
GAZP;30;20210811;113000;288.0900000;288.8800000;287.9200000;288.2400000;964.790
GAZP;30;20210811;120000;288.2200000;288.4600000;287.6600000;287.8200000;462.690
GAZP;30;20210811;123000;287.8100000;288.6400000;287.5000000;288.5200000;995.990
GAZP;30;20210811;130000;288.5000000;288.9300000;288.3500000;288.5800000;1.016.820
GAZP;30;20210811;133000;288.6200000;288.8900000;288.0400000;288.3200000;833.390
GAZP;30;20210811;140000;288.3100000;288.6700000;288.0700000;288.3300000;570.620
GAZP;30;20210811;143000;288.2900000;288.4000000;288.0700000;288.2500000;350.840
GAZP;30;20210811;150000;288.2500000;288.7900000;287.7800000;288.6200000;1.371.530
GAZP;30;20210811;153000;288.6000000;288.7500000;288.0100000;288.2000000;457.940
GAZP;30;20210811;160000;288.2100000;289.8800000;288.2100000;289.6200000;2.843.630
GAZP;30;20210811;163000;289.6700000;291.4900000;289.6700000;290.4600000;6.852.340
GAZP;30;20210811;170000;290.4800000;290.6100000;289.8500000;289.9700000;2.784.050
GAZP;30;20210811;173000;290.0500000;290.3600000;289.4400000;290.1800000;4.498.120
GAZP;30;20210811;180000;290.2000000;290.2900000;289.4700000;290.0200000;1.732.840
GAZP;30;20210811;183000;290.0900000;290.2000000;289.7500000;289.9100000;1.640.500
GAZP;30;20210811;190000;289.9100000;290.0000000;289.5000000;289.9200000;2.133.560
GAZP;30;20210811;193000;289.9200000;290.5000000;289.6000000;290.3400000;467.280
GAZP;30;20210811;200000;290.3900000;290.4000000;290.0300000;290.0300000;242.650
GAZP;30;20210811;203000;290.1200000;290.4400000;290.0400000;290.3800000;731.300
GAZP;30;20210811;210000;290.4300000;290.5000000;290.2000000;290.2400000;263.970
GAZP;30;20210811;213000;290.2900000;290.5800000;290.2000000;290.5700000;330.930
GAZP;30;20210811;220000;290.5400000;290.8800000;290.4800000;290.8500000;239.690
GAZP;30;20210811;223000;290.8700000;290.9900000;290.6900000;290.8500000;271.190
GAZP;30;20210811;230000;290.9000000;290.9700000;290.6900000;290.7400000;136.530
GAZP;30;20210811;233000;290.7500000;290.8400000;290.3000000;290.5000000;180.410
GAZP;30;20210812;000000;290.5000000;290.5000000;290.2500000;290.3500000;168.000
GAZP;30;20210812;103000;290.2500000;292.3000000;290.2500000;291.8500000;4.096.870
GAZP;30;20210812;110000;291.7800000;292.6700000;291.7200000;292.2900000;2.858.900
GAZP;30;20210812;113000;292.2900000;292.8900000;292.2900000;292.6200000;2.246.240
GAZP;30;20210812;120000;292.6800000;292.9800000;292.1900000;292.4000000;2.080.290
GAZP;30;20210812;123000;292.3000000;292.9200000;292.2800000;292.8800000;1.030.590
GAZP;30;20210812;130000;292.8800000;293.1000000;292.6600000;292.9900000;2.539.430
GAZP;30;20210812;133000;293.0000000;293.4700000;292.8600000;292.9800000;2.554.060
GAZP;30;20210812;140000;292.9700000;293.0900000;292.5600000;292.9500000;1.809.580
GAZP;30;20210812;143000;292.9400000;293.6900000;292.9000000;293.3600000;2.080.610
GAZP;30;20210812;150000;293.3700000;293.7000000;293.0000000;293.5200000;2.082.310
GAZP;30;20210812;153000;293.5100000;293.7000000;293.2300000;293.3200000;1.658.430
GAZP;30;20210812;160000;293.3400000;293.5300000;292.8300000;293.3300000;2.274.740
GAZP;30;20210812;163000;293.3300000;293.8100000;293.2000000;293.2900000;2.317.830
GAZP;30;20210812;170000;293.2700000;293.4500000;292.6300000;292.9900000;1.811.210
GAZP;30;20210812;173000;292.9900000;293.1200000;292.1300000;292.5500000;1.505.890
GAZP;30;20210812;180000;292.4800000;293.1000000;292.4800000;292.8400000;808.340
GAZP;30;20210812;183000;292.8400000;292.8400000;292.3000000;292.3600000;1.305.980
GAZP;30;20210812;190000;292.3600000;292.7500000;292.3200000;292.7500000;962.710
GAZP;30;20210812;193000;292.4500000;292.9500000;292.3100000;292.7000000;143.400
GAZP;30;20210812;200000;292.6900000;292.7500000;292.5200000;292.7000000;128.070
GAZP;30;20210812;203000;292.7000000;292.8400000;292.5400000;292.7100000;127.480
GAZP;30;20210812;210000;292.7000000;292.8000000;292.5800000;292.7600000;91.670
GAZP;30;20210812;213000;292.7900000;292.8000000;292.6800000;292.8000000;67.390
GAZP;30;20210812;220000;292.8000000;292.9700000;292.7300000;292.9700000;136.730
GAZP;30;20210812;223000;292.9700000;293.3100000;292.9100000;293.2500000;262.140
GAZP;30;20210812;230000;293.1600000;293.3700000;293.0700000;293.2500000;278.880
GAZP;30;20210812;233000;293.3100000;293.3400000;293.0600000;293.2100000;131.710
GAZP;30;20210813;000000;293.2100000;293.3500000;293.1500000;293.2300000;172.890
GAZP;30;20210813;103000;292.6500000;293.9000000;291.7500000;293.8000000;3.651.100
GAZP;30;20210813;110000;293.7400000;293.8000000;292.8100000;293.2000000;1.586.810
GAZP;30;20210813;113000;293.2000000;293.2300000;292.5100000;292.5300000;1.012.770
GAZP;30;20210813;120000;292.5300000;293.2000000;292.2200000;293.1200000;1.401.360
GAZP;30;20210813;123000;293.1600000;293.7500000;293.1200000;293.5200000;954.010
GAZP;30;20210813;130000;293.5100000;293.7500000;293.3300000;293.4600000;763.670
GAZP;30;20210813;133000;293.4700000;293.4700000;292.6000000;292.9900000;1.306.360
GAZP;30;20210813;140000;292.9800000;293.0000000;292.4600000;292.6600000;856.810
GAZP;30;20210813;143000;292.6700000;292.8100000;292.4400000;292.7500000;823.280
GAZP;30;20210813;150000;292.8000000;293.5900000;292.6700000;293.3000000;1.148.560
GAZP;30;20210813;153000;293.3200000;293.4200000;293.0000000;293.0800000;533.620
GAZP;30;20210813;160000;293.0800000;293.2100000;293.0000000;293.0500000;427.110
GAZP;30;20210813;163000;293.0500000;293.2100000;292.7600000;292.7600000;578.920
GAZP;30;20210813;170000;292.7600000;293.1700000;292.5500000;292.7500000;1.078.160
GAZP;30;20210813;173000;292.7600000;292.9700000;292.5400000;292.7600000;787.810
GAZP;30;20210813;180000;292.7500000;292.9000000;292.3400000;292.4700000;1.034.800
GAZP;30;20210813;183000;292.4600000;292.6500000;292.1100000;292.3600000;1.272.810
GAZP;30;20210813;190000;292.3300000;292.8300000;292.1200000;292.8300000;1.587.710
GAZP;30;20210813;193000;292.7000000;292.9100000;292.3400000;292.8200000;177.000
GAZP;30;20210813;200000;292.8500000;292.8700000;292.5200000;292.7100000;110.580
GAZP;30;20210813;203000;292.7500000;292.8700000;292.6000000;292.7800000;64.530
GAZP;30;20210813;210000;292.7800000;292.9900000;292.7100000;292.9600000;100.950
GAZP;30;20210813;213000;292.9600000;293.0000000;292.8000000;292.8500000;77.860
GAZP;30;20210813;220000;292.8500000;292.9700000;292.7200000;292.8200000;105.120
GAZP;30;20210813;223000;292.7500000;292.8900000;292.7000000;292.8100000;71.050
GAZP;30;20210813;230000;292.8100000;292.8700000;292.7000000;292.7500000;37.880
GAZP;30;20210813;233000;292.8000000;292.8700000;292.7500000;292.8500000;85.710
GAZP;30;20210814;000000;292.7800000;292.8600000;292.7000000;292.7000000;165.920
GAZP;30;20210816;103000;291.4700000;293.2000000;290.9500000;292.8800000;3.454.140
GAZP;30;20210816;110000;292.8700000;293.4600000;292.7600000;293.3500000;1.497.440
GAZP;30;20210816;113000;293.3100000;293.7500000;292.6800000;292.7500000;1.250.650
GAZP;30;20210816;120000;292.7500000;293.6600000;292.6800000;293.2100000;1.083.660
GAZP;30;20210816;123000;293.2100000;293.6400000;292.8600000;293.5700000;1.241.260
GAZP;30;20210816;130000;293.5700000;293.6400000;293.3000000;293.4300000;1.326.080
GAZP;30;20210816;133000;293.4300000;293.6000000;293.3000000;293.4600000;746.390
GAZP;30;20210816;140000;293.3900000;294.2200000;293.3100000;294.1000000;1.972.040
GAZP;30;20210816;143000;294.1000000;294.8900000;293.9200000;294.8300000;1.911.070
GAZP;30;20210816;150000;294.7900000;295.4800000;294.7300000;295.2300000;3.011.640
GAZP;30;20210816;153000;295.2300000;295.3700000;294.2700000;294.7000000;2.514.130
GAZP;30;20210816;160000;294.6900000;295.2500000;294.3500000;294.7100000;2.350.850
GAZP;30;20210816;163000;294.7100000;294.9500000;294.0600000;294.3100000;1.818.530
GAZP;30;20210816;170000;294.3600000;294.4300000;293.9700000;293.9800000;1.002.320
GAZP;30;20210816;173000;293.9900000;295.0000000;293.9300000;294.3500000;1.441.790
GAZP;30;20210816;180000;294.3300000;294.9600000;294.2500000;294.8300000;1.305.220
GAZP;30;20210816;183000;294.8300000;295.0500000;294.4300000;294.5000000;1.323.310
GAZP;30;20210816;190000;294.5000000;294.6400000;294.3500000;294.6400000;1.429.000
GAZP;30;20210816;193000;294.6400000;294.9500000;294.4800000;294.6200000;227.350
GAZP;30;20210816;200000;294.5900000;294.8500000;294.5000000;294.7300000;96.100
GAZP;30;20210816;203000;294.7400000;294.8400000;294.5100000;294.6200000;162.730
GAZP;30;20210816;210000;294.5500000;294.7800000;294.4000000;294.5400000;297.580
GAZP;30;20210816;213000;294.5400000;294.5600000;294.4000000;294.4900000;56.340
GAZP;30;20210816;220000;294.4900000;294.7900000;294.4300000;294.7500000;69.920
GAZP;30;20210816;223000;294.7500000;294.9700000;294.7000000;294.9600000;167.530
GAZP;30;20210816;230000;294.9600000;295.0000000;294.9000000;294.9500000;145.670
GAZP;30;20210816;233000;294.9500000;295.1000000;294.8000000;294.9700000;187.420
GAZP;30;20210817;000000;294.9700000;295.1700000;294.9100000;295.1000000;183.730
GAZP;30;20210817;103000;295.1300000;297.2900000;294.7100000;297.2000000;4.519.570
GAZP;30;20210817;110000;297.2100000;297.5000000;296.7000000;296.8400000;2.665.740
GAZP;30;20210817;113000;296.9000000;297.6500000;296.8000000;297.2400000;2.085.110
GAZP;30;20210817;120000;297.1900000;297.5400000;297.1300000;297.3600000;1.920.260
GAZP;30;20210817;123000;297.3600000;297.4400000;296.8500000;297.2200000;1.392.540
GAZP;30;20210817;130000;297.2200000;297.3000000;296.8600000;297.1800000;1.289.910
